perfume_name,brand,gender,accords,short_description,long_description,perfumer,top_notes,middle_notes,base_notes,rating,total_votes,img,logo
"Rosendo Mateu NÂº 5 Floral, Amber, Sensual Musk Rosendo Mateu Olfactive Expressions ",Rosendo Mateu Olfactive Expressions,for women and men,"amber,floral,vanilla,powdery,musky,warm spicy,animalic,sweet","Rosendo Mateu NÂº 5 Floral, Amber, Sensual Musk  by  Rosendo Mateu Olfactive Expressions  is a Oriental Floral fragrance for women and men.  Rosendo Mateu NÂº 5 Floral, Amber, Sensual Musk  was launched in 2017. The nose behind this fragrance is Rosendo Mateu. Top notes are Spices and Exotic floral notes; middle notes are Carnation and Lily-of-the-Valley; base notes are Amber, Vanilla and Musk. ",,Rosendo Mateu,"Spices,Exotic floral notes","Carnation,Lily-of-the-Valley","Amber,Vanilla,Musk",4.19,"2,493",https://fimgs.net/mdimg/perfume/375x500.46115.jpg,https://fimgs.net/mdimg/dizajneri/m.2481.jpg
United Arab Emirates Spirit Of The Union Roja Dove ,Roja Dove,for women and men,"rose,amber,woody,warm spicy,musky,oud,powdery,fresh spicy,animalic,smoky","United Arab Emirates Spirit Of The Union  by  Roja Dove  is a Oriental Woody fragrance for women and men.  United Arab Emirates Spirit Of The Union  was launched in 2014. Top notes are Artemisia and Bergamot; middle notes are Taif Rose, Black Currant, Rose, Cloves, Geranium, Ylang-Ylang and Jasmine; base notes are Agarwood (Oud), Incense, Benzoin, Civet, Guaiac Wood, Labdanum, Musk, Oakmoss, Patchouli and Pink Pepper. ",,,"Artemisia,Bergamot","Taif Rose,Black Currant,Rose,Cloves,Geranium,Ylang-Ylang,Jasmine","Agarwood (Oud),Incense,Benzoin,Civet,Guaiac Wood,Labdanum,Musk,Oakmoss,Patchouli,Pink Pepper",4.51,140,https://fimgs.net/mdimg/perfume/375x500.29977.jpg,https://fimgs.net/mdimg/dizajneri/m.626.jpg
Semi-Bespoke No. 25 Roja Dove ,Roja Dove,for women and men,"white floral,citrus,warm spicy,amber,leather,fresh,woody,rose,animalic,tuberose","Semi-Bespoke No. 25  by  Roja Dove  is a Oriental fragrance for women and men.  Semi-Bespoke No. 25  was launched in 2019. The nose behind this fragrance is Roja Dove. Top notes are Mandarin Orange and Aldehydes; middle notes are Orange Blossom, Tuberose, Rose de Mai, Jasmine, Jasmine Sambac, Apple, Ylang-Ylang and Heliotrope; base notes are Saffron, Agarwood (Oud), Amber, Suede, Cashmere Wood, Benzoin, Leather, Labdanum, Musk, Grass, Cloves, Cinnamon, Patchouli, Cypriol Oil or Nagarmotha, Sandalwood, Balsam Fir, Birch Tar and Vanilla. ",,Roja Dove,"Mandarin Orange,Aldehydes","Orange Blossom,Tuberose,Rose de Mai,Jasmine,Jasmine Sambac,Apple,Ylang-Ylang,Heliotrope","Saffron,Agarwood (Oud),Amber,Suede,Cashmere Wood,Benzoin,Leather,Labdanum,Musk,Grass,Cloves,Cinnamon,Patchouli,Cypriol Oil or Nagarmotha,Sandalwood,Balsam Fir,Birch Tar,Vanilla",3.87,15,https://fimgs.net/mdimg/perfume/375x500.56686.jpg,https://fimgs.net/mdimg/dizajneri/m.626.jpg
United Arab Emirates Roja Dove ,Roja Dove,for women and men,"rose,fresh spicy,woody,aromatic,oud,warm spicy,herbal,amber,musky,earthy","United Arab Emirates  by  Roja Dove  is a Oriental fragrance for women and men.  United Arab Emirates  was launched in 2017. The nose behind this fragrance is Roja Dove. Top notes are Artemisia and Bergamot; middle notes are Rose de Mai, Cloves, Geranium, Labdanum, Cassis, Ylang-Ylang and Jasmine; base notes are Agarwood (Oud), Musk, Cypriol Oil or Nagarmotha, Cumin, Guaiac Wood, Pink Pepper, Benzoin, Labdanum, Olibanum, Patchouli and Oakmoss. ","""Bergamot and Artemisia create a fresh foil for a bouquet of Jasmine, Ylang Ylang, Geranium, and a dominant note of Rose Taif, further freshened by Blackcurrant Buds, where a blend of Clove Buds, Pink Pepper, and Cumin add their liveliness, the whole sublimated by the warmth of Guaiac and Aoud Woods, Patchouli, Oakmoss, and Cypriol, nestling on an ultra-soft, sensual base of Benzoin, Frankincense, Labdanum, Cistus, and Musk."" - a note from the brand. 
United Arab Emirates by Roja Dove is a Oriental fragrance for women and men. This is a new fragrance. United Arab Emirates was launched in 2017. The nose behind this fragrance is Roja Dove. Top notes are bergamot and artemisia; middle notes are geranium, rose de mai, jasmine, ylang-ylang, labdanum, cloves and cassis; base notes are pink pepper, cumin, cypriol oil or nagarmotha, patchouli, oakmoss, guaiac wood, agarwood (oud), benzoin, olibanum, labdanum and musk.",Roja Dove,"Artemisia,Bergamot","Rose de Mai,Cloves,Geranium,Labdanum,Cassis,Ylang-Ylang,Jasmine","Agarwood (Oud),Musk,Cypriol Oil or Nagarmotha,Cumin,Guaiac Wood,Pink Pepper,Benzoin,Labdanum,Olibanum,Patchouli,Oakmoss",4.36,216,https://fimgs.net/mdimg/perfume/375x500.45747.jpg,https://fimgs.net/mdimg/dizajneri/m.626.jpg
Sweetie Aoud Roja Dove ,Roja Dove,for women and men,"woody,aromatic,fresh spicy,warm spicy,amber,oud,rose,balsamic","Sweetie Aoud  by  Roja Dove  is a Oriental Floral fragrance for women and men.  Sweetie Aoud  was launched in 2015. The nose behind this fragrance is Roja Dove. Top notes are Artemisia and Bergamot; middle notes are Gourmand Accord, May Rose and Cistus Incanus; base notes are Agarwood (Oud), Cardamom, Gurjan balsam, Amyris, Olibanum, Frankincense, Labdanum, Spanish Labdanum, Guaiac Wood, Patchouli, Juniper, Cumin, Cedar, Cedarwood and Cypriol Oil or Nagarmotha. ",,Roja Dove,"Artemisia,Bergamot","Gourmand Accord,May Rose,Cistus Incanus","Agarwood (Oud),Cardamom,Gurjan balsam,Amyris,Olibanum,Frankincense,Labdanum,Spanish Labdanum,Guaiac Wood,Patchouli,Juniper,Cumin,Cedar,Cedarwood,Cypriol Oil or Nagarmotha",4.29,777,https://fimgs.net/mdimg/perfume/375x500.31493.jpg,https://fimgs.net/mdimg/dizajneri/m.626.jpg
Sultanate Of Oman Roja Dove ,Roja Dove,for women and men,"woody,fresh spicy,amber,warm spicy,oud,leather,fruity,aromatic,powdery,sweet","Sultanate Of Oman  by  Roja Dove  is a Oriental fragrance for women and men.  Sultanate Of Oman  was launched in 2017. The nose behind this fragrance is Roja Dove. Top notes are Grapefruit and Orange; middle notes are Raspberry, Rose de Mai, Violet and Jasmine; base notes are Olibanum, Agarwood (Oud), Gurjan balsam, Saffron, Birch, Guaiac Wood, Papyrus, elemi, Orris Root, Amyris, Carrot Seeds, Cardamom, Oakmoss, Sandalwood, Cedar and Musk. ","""Grapefruit and Orange open this creation, adding their freshness to a bouquet of Rose, Jasmine, and Violet, further sweetened by fruity Raspberry, made lively by a blend of Cardamom, Elemi, and Saffron, warmed by Gurjum, Papyrus, Oakmoss, Cedarwood, Guaiacwood, Amyris, Sandalwood, Birch, Frankincense, and precious Aoud, the whole sublimated by a soft, powdery base of Carrot Seed and Orris, with whispers of sensual Musk."" - a note from the brand. 
Sultanate Of Oman by Roja Dove is a Oriental fragrance for women and men. This is a new fragrance. Sultanate Of Oman was launched in 2017. The nose behind this fragrance is Roja Dove. Top notes are grapefruit and orange; middle notes are rose de mai, jasmine, violet and raspberry; base notes are cardamom, elemi, saffron, gurjan balsam, papyrus, oakmoss, cedar, guaiac wood, amyris, sandalwood, agarwood (oud), carrot seeds, orris root, olibanum, musk and birch.",Roja Dove,"Grapefruit,Orange","Raspberry,Rose de Mai,Violet,Jasmine","Olibanum,Agarwood (Oud),Gurjan balsam,Saffron,Birch,Guaiac Wood,Papyrus,elemi,Orris Root,Amyris,Carrot Seeds,Cardamom,Oakmoss,Sandalwood,Cedar,Musk",4.42,198,https://fimgs.net/mdimg/perfume/375x500.45746.jpg,https://fimgs.net/mdimg/dizajneri/m.626.jpg
Turandot Roja Dove ,Roja Dove,for women and men,"floral,woody,citrus,fruity,white floral,sweet,amber,powdery,warm spicy,rose","Turandot  by  Roja Dove  is a Chypre Floral fragrance for women and men. This is a new fragrance.  Turandot  was launched in 2022. The nose behind this fragrance is Roja Dove. Top notes are Aldehydes, Lemon, Bergamot and Petitgrain; middle notes are Peach, May Rose, Magnolia, Jasmine, Black Currant, Immortelle, Heliotrope, Ylang-Ylang, Orange Blossom and Princess Tree or Paulownia; base notes are Cashmere Wood, Coffee, Iris, Benzoin, Moss, Cedar, Labdanum and Patchouli. ",,Roja Dove,"Aldehydes,Lemon,Bergamot,Petitgrain","Peach,May Rose,Magnolia,Jasmine,Black Currant,Immortelle,Heliotrope,Ylang-Ylang,Orange Blossom,Princess Tree or Paulownia","Cashmere Wood,Coffee,Iris,Benzoin,Moss,Cedar,Labdanum,Patchouli",4.22,73,https://fimgs.net/mdimg/perfume/375x500.71758.jpg,https://fimgs.net/mdimg/dizajneri/m.626.jpg
Semi-Bespoke No. 24 Roja Dove ,Roja Dove,for women and men,"floral,fruity,almond,sweet,powdery,vanilla,fresh,rose,fresh spicy,nutty","Semi-Bespoke No. 24  by  Roja Dove  is a Oriental fragrance for women and men.  Semi-Bespoke No. 24  was launched in 2019. The nose behind this fragrance is Roja Dove. Top notes are Bergamot and Lemon; middle notes are Raspberry, Wisteria, Heliotrope, Almond, Rose de Mai and Lily-of-the-Valley; base notes are Tonka Bean, Musk, Violet Leaf, Cumin, Pepper, Sandalwood, Labdanum, Galbanum, Oakmoss, Cedar and Patchouli. ",,Roja Dove,"Bergamot,Lemon","Raspberry,Wisteria,Heliotrope,Almond,Rose de Mai,Lily-of-the-Valley","Tonka Bean,Musk,Violet Leaf,Cumin,Pepper,Sandalwood,Labdanum,Galbanum,Oakmoss,Cedar,Patchouli",4.52,44,https://fimgs.net/mdimg/perfume/375x500.56685.jpg,https://fimgs.net/mdimg/dizajneri/m.626.jpg
Semi-Bespoke No. 22 Roja Dove ,Roja Dove,for women and men,"woody,floral,green,citrus,powdery,aromatic,white floral,aldehydic,musky,yellow floral","Semi-Bespoke No. 22  by  Roja Dove  is a Chypre fragrance for women and men.  Semi-Bespoke No. 22  was launched in 2017. The nose behind this fragrance is Roja Dove. Top notes are Petitgrain, Aldehydes, Bergamot and Clary Sage; middle notes are Magnolia, Jasmine, Ylang-Ylang and Rose de Mai; base notes are Galbanum, Musk, Oakmoss, Sandalwood and Orris Root. ","""Bergamot and Petitgrain are further freshened by Clary Sage and ultra-fresh Galbanum, underscored by a bouquet of Jasmine, Ylang-Ylang, Magnolia and Rose, warmed by Sandalwood and Oakmoss, nestling on a soft base of Orris and Musk.Â "" - a note from the brand.",Roja Dove,"Petitgrain,Aldehydes,Bergamot,Clary Sage","Magnolia,Jasmine,Ylang-Ylang,Rose de Mai","Galbanum,Musk,Oakmoss,Sandalwood,Orris Root",3.86,21,https://fimgs.net/mdimg/perfume/375x500.47753.jpg,https://fimgs.net/mdimg/dizajneri/m.626.jpg
Semi-Bespoke No. 14 Roja Dove ,Roja Dove,for women and men,"woody,warm spicy,aromatic,oud,patchouli","Semi-Bespoke No. 14  by  Roja Dove  is a Chypre fragrance for women and men. The nose behind this fragrance is Roja Dove. Top notes are Bergamot and Jasmine; middle notes are Cypress, Cedar, Agarwood (Oud), Patchouli, Cashmere Wood, Sandalwood and Vetiver; base notes are Saffron, Ambergris and Musk. ","""A touch of Bergamot freshens a sensual note of costly Jasmine before revealing a medley of woods where Cedarwood, Sandalwood, Casmir Wood, Cypress Wood, Patchouli, and Vetiver exult the rare and legendary scent of Aoud Wood, on a soft, sensual base of Orientalgris and Musk, with whispers of extravagant Saffron."" - a note from the brand.",Roja Dove,"Bergamot,Jasmine","Cypress,Cedar,Agarwood (Oud),Patchouli,Cashmere Wood,Sandalwood,Vetiver","Saffron,Ambergris,Musk",4.18,22,https://fimgs.net/mdimg/perfume/375x500.47477.jpg,https://fimgs.net/mdimg/dizajneri/m.626.jpg
Semi-Bespoke No. 21 Roja Dove ,Roja Dove,for women and men,"woody,amber,earthy,leather,rose,aromatic,warm spicy,mossy,fresh spicy,citrus","Semi-Bespoke No. 21  by  Roja Dove  is a Chypre fragrance for women and men.  Semi-Bespoke No. 21  was launched in 2017. The nose behind this fragrance is Roja Dove. Top notes are Grapefruit and Mandarin Orange; middle notes are Rose de Mai, Rock rose, Jasmine, Tuberose, Heliotrope and Lily-of-the-Valley; base notes are Leather, Cypriol Oil or Nagarmotha, Oakmoss, Juniper Berries, Benzoin, Olibanum, Cloves, Cedar, Labdanum, Musk, Patchouli, Tonka Bean and Vanilla. ",,Roja Dove,"Grapefruit,Mandarin Orange","Rose de Mai,Rock rose,Jasmine,Tuberose,Heliotrope,Lily-of-the-Valley","Leather,Cypriol Oil or Nagarmotha,Oakmoss,Juniper Berries,Benzoin,Olibanum,Cloves,Cedar,Labdanum,Musk,Patchouli,Tonka Bean,Vanilla",4.35,31,https://fimgs.net/mdimg/perfume/375x500.45882.jpg,https://fimgs.net/mdimg/dizajneri/m.626.jpg
Semi-Bespoke No. 4 Roja Dove ,Roja Dove,for women and men,"powdery,fruity,vanilla,iris,woody,violet,sweet,amber,warm spicy,citrus","Semi-Bespoke No. 4  by  Roja Dove  is a Oriental Floral fragrance for women and men.  Semi-Bespoke No. 4  was launched in 2005. The nose behind this fragrance is Roja Dove. Top notes are Blackberry, Orange, Bergamot and Lemon; middle notes are Violet, Cinnamon, Jasmine, Rose, Magnolia and Carnation; base notes are Vanilla, Orris Root, Resins, Musk, Cedar, Patchouli, Ambergris, Benzoin, Sandalwood and Vetiver. ",,Roja Dove,"Blackberry,Orange,Bergamot,Lemon","Violet,Cinnamon,Jasmine,Rose,Magnolia,Carnation","Vanilla,Orris Root,Resins,Musk,Cedar,Patchouli,Ambergris,Benzoin,Sandalwood,Vetiver",4.07,28,https://fimgs.net/mdimg/perfume/375x500.44809.jpg,https://fimgs.net/mdimg/dizajneri/m.626.jpg
Semi-Bespoke No. 10 Roja Dove ,Roja Dove,for women and men,"woody,warm spicy,amber,aromatic,powdery,earthy,iris,fruity,balsamic,sweet","Semi-Bespoke No. 10  by  Roja Dove  is a Oriental Spicy fragrance for women and men. The nose behind this fragrance is Roja Dove. Top notes are Peach, Coriander, Cardamom, Mandarin Orange, Bergamot and Star Anise; middle notes are Cinnamon, Rose, Cloves, Violet, Ylang-Ylang and Jasmine; base notes are Orris Root, Oakmoss, Olibanum, Sandalwood, Cashmere Wood, Myrrh, Cedar, Ambergris, Vanilla, Castoreum, Vetiver and Patchouli. ",,Roja Dove,"Peach,Coriander,Cardamom,Mandarin Orange,Bergamot,Star Anise","Cinnamon,Rose,Cloves,Violet,Ylang-Ylang,Jasmine","Orris Root,Oakmoss,Olibanum,Sandalwood,Cashmere Wood,Myrrh,Cedar,Ambergris,Vanilla,Castoreum,Vetiver,Patchouli",4.54,28,https://fimgs.net/mdimg/perfume/375x500.45946.jpg,https://fimgs.net/mdimg/dizajneri/m.626.jpg
Roja Love Roja Dove ,Roja Dove,for women and men,"fruity,woody,powdery,citrus,vanilla,warm spicy,musky,fresh spicy,iris,sweet","Roja Love  by  Roja Dove  is a Oriental fragrance for women and men.  Roja Love  was launched in 2019. The nose behind this fragrance is Roja Dove. Top notes are Mandarin Orange and Bergamot; middle notes are Peach, Black Currant and Jasmine; base notes are Musk, Vanilla, Orris Root, Sandalwood, Benzoin, Cedar, Pepper and Patchouli. ","""To celebrate the launch of our new Roja Parfums area in Bergdorf Goodman, I have created this limited-edition scent for the store that steals my heart each time I visit New York. I hope you fall in love with this rare scent. Only 100 pieces will ever exist, so keep it close to your heart.""Â - Roja Dove.Â  
 ""An ultra-soft harmony of Peach and Jasmine at the heart of this creation is freshened by a note of succulent Blackcurrant on an enveloping Oriental base of Sandal Wood, Benzoin, and Vanilla underscored by a whisper of Musk.""Â - Roja Dove.",Roja Dove,"Mandarin Orange,Bergamot","Peach,Black Currant,Jasmine","Musk,Vanilla,Orris Root,Sandalwood,Benzoin,Cedar,Pepper,Patchouli",4.09,55,https://fimgs.net/mdimg/perfume/375x500.55332.jpg,https://fimgs.net/mdimg/dizajneri/m.626.jpg
